month,segment_id,state,product_line,territory,written_premium,earned_premium,incurred_losses,loss_ratio,expense_ratio,combined_ratio,retention,policy_count,claim_frequency,avg_claim_severity
2025-04,ID-AU-01,ID,Auto,Urban agency corridor,772660,757295,429989,56.8,24.0,80.8,82.8,472,4.6,19791
2025-05,ID-AU-01,ID,Auto,Urban agency corridor,775778,746594,490256,65.7,24.6,90.3,79.5,417,6.0,19490
2025-06,ID-AU-01,ID,Auto,Urban agency corridor,846705,812595,506951,62.4,25.6,88.0,81.9,366,6.7,20806
2025-07,ID-AU-01,ID,Auto,Urban agency corridor,787032,772004,513565,66.5,23.1,89.7,78.3,323,6.2,25581
2025-08,ID-AU-01,ID,Auto,Urban agency corridor,870793,823870,604265,73.3,27.9,101.2,79.8,579,6.5,16118
2025-09,ID-AU-01,ID,Auto,Urban agency corridor,890235,890719,653179,73.3,26.1,99.4,81.9,438,6.6,22586
2025-10,ID-AU-01,ID,Auto,Urban agency corridor,804422,820307,502822,61.3,25.0,86.3,80.3,635,5.6,14262
2025-11,ID-AU-01,ID,Auto,Urban agency corridor,777938,730477,492657,67.4,23.8,91.3,81.2,339,5.6,25928
2025-12,ID-AU-01,ID,Auto,Urban agency corridor,820266,796258,540873,67.9,27.5,95.5,83.2,546,8.5,11649
2026-01,ID-AU-01,ID,Auto,Urban agency corridor,618472,584991,389917,66.7,27.1,93.7,79.1,287,7.3,18708
2026-02,ID-AU-01,ID,Auto,Urban agency corridor,607339,580330,383628,66.1,24.3,90.4,82.7,355,7.5,14390
2026-03,ID-AU-01,ID,Auto,Urban agency corridor,689589,693120,435522,62.8,27.7,90.5,81.5,296,8.0,18396
2025-04,ID-AU-02,ID,Auto,Rural farm belt,559178,562211,370113,65.8,23.7,89.5,76.3,295,5.5,22933
2025-05,ID-AU-02,ID,Auto,Rural farm belt,708738,674462,531063,78.7,27.2,105.9,76.8,341,9.4,16583
2025-06,ID-AU-02,ID,Auto,Rural farm belt,777560,715721,519675,72.6,27.1,99.7,74.9,336,7.3,21190
2025-07,ID-AU-02,ID,Auto,Rural farm belt,829631,770565,611944,79.4,26.3,105.7,76.3,326,8.4,22258
2025-08,ID-AU-02,ID,Auto,Rural farm belt,567032,532977,396540,74.4,22.6,97.0,75.8,241,8.8,18694
2025-09,ID-AU-02,ID,Auto,Rural farm belt,807529,793534,558137,70.3,26.7,97.0,75.9,567,7.5,13180
2025-10,ID-AU-02,ID,Auto,Rural farm belt,779518,730176,570913,78.2,24.3,102.5,75.6,349,7.5,21930
2025-11,ID-AU-02,ID,Auto,Rural farm belt,690006,696076,548370,78.8,24.6,103.3,79.3,418,9.3,14058
2025-12,ID-AU-02,ID,Auto,Rural farm belt,924586,935515,620194,66.3,23.9,90.2,78.2,667,5.9,15667
2026-01,ID-AU-02,ID,Auto,Rural farm belt,793895,743799,483192,65.0,26.4,91.4,74.1,329,7.4,19847
2026-02,ID-AU-02,ID,Auto,Rural farm belt,777558,719132,553282,76.9,26.5,103.4,77.8,565,7.0,13936
2026-03,ID-AU-02,ID,Auto,Rural farm belt,736761,705836,499116,70.7,25.3,96.1,74.8,344,6.6,21855
2025-04,ID-AU-03,ID,Auto,Wildland interface,589079,590885,457139,77.4,26.8,104.2,72.4,427,9.6,11114
2025-05,ID-AU-03,ID,Auto,Wildland interface,614994,578079,480571,83.1,25.6,108.8,72.9,280,9.3,18533
2025-06,ID-AU-03,ID,Auto,Wildland interface,560778,543750,458250,84.3,28.1,112.4,73.7,433,7.8,13635
2025-07,ID-AU-03,ID,Auto,Wildland interface,882157,885265,826506,93.4,23.4,116.8,72.3,481,8.4,20462
2025-08,ID-AU-03,ID,Auto,Wildland interface,590471,558343,472907,84.7,28.4,113.1,73.5,312,10.6,14315
2025-09,ID-AU-03,ID,Auto,Wildland interface,621280,574029,480053,83.6,27.3,110.9,73.6,273,10.5,16769
2025-10,ID-AU-03,ID,Auto,Wildland interface,842789,779234,707644,90.8,26.5,117.3,72.8,469,9.4,16097
2025-11,ID-AU-03,ID,Auto,Wildland interface,796622,802873,595959,74.2,27.4,101.6,72.8,469,6.0,21076
2025-12,ID-AU-03,ID,Auto,Wildland interface,669181,641458,549912,85.7,27.3,113.0,75.6,296,10.6,17478
2026-01,ID-AU-03,ID,Auto,Wildland interface,834347,772492,668962,86.6,23.5,110.1,74.2,400,7.5,22231
2026-02,ID-AU-03,ID,Auto,Wildland interface,832457,780949,603297,77.3,24.7,101.9,71.9,383,6.6,23842
2026-03,ID-AU-03,ID,Auto,Wildland interface,950731,887094,790598,89.1,23.2,112.3,74.2,680,10.1,11491
2025-04,ID-AU-04,ID,Auto,Mountain and hail belt,743026,756244,631425,83.5,24.5,108.0,75.9,367,10.5,16436
2025-05,ID-AU-04,ID,Auto,Mountain and hail belt,782647,739490,594856,80.4,26.6,107.0,75.1,333,7.8,22855
2025-06,ID-AU-04,ID,Auto,Mountain and hail belt,906258,838702,736669,87.8,23.4,111.3,77.9,376,7.4,26426
2025-07,ID-AU-04,ID,Auto,Mountain and hail belt,577211,559413,454994,81.3,28.3,109.7,73.1,371,7.6,16159
2025-08,ID-AU-04,ID,Auto,Mountain and hail belt,701828,662175,559650,84.5,27.3,111.8,75.5,296,8.7,21779
2025-09,ID-AU-04,ID,Auto,Mountain and hail belt,600507,582334,500683,86.0,23.1,109.1,75.3,307,11.5,14228
2025-10,ID-AU-04,ID,Auto,Mountain and hail belt,593742,582116,480716,82.6,24.3,106.9,75.9,391,7.6,16164
2025-11,ID-AU-04,ID,Auto,Mountain and hail belt,919973,879802,612643,69.6,23.8,93.5,75.5,464,6.6,20097
2025-12,ID-AU-04,ID,Auto,Mountain and hail belt,745208,734564,584040,79.5,23.2,102.7,77.4,488,8.6,13859
2026-01,ID-AU-04,ID,Auto,Mountain and hail belt,885146,899701,639981,71.1,25.6,96.8,77.0,690,8.5,10850
2026-02,ID-AU-04,ID,Auto,Mountain and hail belt,626886,621673,494914,79.6,23.1,102.8,76.5,424,6.6,17816
2026-03,ID-AU-04,ID,Auto,Mountain and hail belt,727582,702630,581235,82.7,26.8,109.5,73.5,406,6.8,20998
2025-04,ID-FR-01,ID,Farm and Ranch,Urban agency corridor,627948,586167,407520,69.5,28.7,98.2,83.0,252,5.9,27201
2025-05,ID-FR-01,ID,Farm and Ranch,Urban agency corridor,510101,495223,393821,79.5,26.6,106.1,86.2,236,9.8,17085
2025-06,ID-FR-01,ID,Farm and Ranch,Urban agency corridor,488521,478777,385836,80.6,28.5,109.1,85.0,201,6.7,28773
2025-07,ID-FR-01,ID,Farm and Ranch,Urban agency corridor,589164,558150,461516,82.7,31.3,114.0,85.4,397,8.6,13446
2025-08,ID-FR-01,ID,Farm and Ranch,Urban agency corridor,576414,573441,401866,70.1,29.7,99.8,87.9,277,5.8,25210
2025-09,ID-FR-01,ID,Farm and Ranch,Urban agency corridor,562129,528452,391995,74.2,27.2,101.4,84.8,261,6.0,25120
2025-10,ID-FR-01,ID,Farm and Ranch,Urban agency corridor,570154,579181,403191,69.6,29.7,99.3,84.6,418,7.5,12832
2025-11,ID-FR-01,ID,Farm and Ranch,Urban agency corridor,528290,516173,362115,70.2,28.0,98.2,87.2,232,7.9,19867
2025-12,ID-FR-01,ID,Farm and Ranch,Urban agency corridor,629898,630421,414804,65.8,25.7,91.4,83.6,311,7.7,17229
2026-01,ID-FR-01,ID,Farm and Ranch,Urban agency corridor,607406,568589,346299,60.9,27.0,87.9,87.7,278,6.8,18358
2026-02,ID-FR-01,ID,Farm and Ranch,Urban agency corridor,611901,564926,401330,71.0,26.1,97.2,87.9,268,6.0,24925
2026-03,ID-FR-01,ID,Farm and Ranch,Urban agency corridor,612422,597802,373158,62.4,30.2,92.6,87.5,378,5.8,17116
2025-04,ID-FR-02,ID,Farm and Ranch,Rural farm belt,524645,483353,349021,72.2,29.2,101.4,84.6,214,6.2,26313
2025-05,ID-FR-02,ID,Farm and Ranch,Rural farm belt,620344,614428,503772,82.0,30.0,112.0,83.2,316,7.2,22129
2025-06,ID-FR-02,ID,Farm and Ranch,Rural farm belt,637837,605574,457001,75.5,29.6,105.1,81.1,417,7.5,14623
2025-07,ID-FR-02,ID,Farm and Ranch,Rural farm belt,488857,470696,390681,83.0,26.3,109.3,83.4,304,9.1,14172
2025-08,ID-FR-02,ID,Farm and Ranch,Rural farm belt,578949,541595,406406,75.0,27.4,102.5,80.2,233,7.1,24588
2025-09,ID-FR-02,ID,Farm and Ranch,Rural farm belt,569854,552220,445317,80.6,27.6,108.3,84.6,341,9.4,13927
2025-10,ID-FR-02,ID,Farm and Ranch,Rural farm belt,446524,413846,317737,76.8,28.0,104.8,83.2,305,8.9,11677
2025-11,ID-FR-02,ID,Farm and Ranch,Rural farm belt,457060,435664,311628,71.5,26.8,98.3,84.5,234,5.7,23241
2025-12,ID-FR-02,ID,Farm and Ranch,Rural farm belt,623561,634856,401574,63.3,29.5,92.8,82.6,277,6.0,24222
2026-01,ID-FR-02,ID,Farm and Ranch,Rural farm belt,572570,581668,434343,74.7,27.4,102.1,85.4,248,7.9,22116
2026-02,ID-FR-02,ID,Farm and Ranch,Rural farm belt,553970,525320,417629,79.5,30.4,109.9,82.2,241,8.2,21204
2026-03,ID-FR-02,ID,Farm and Ranch,Rural farm belt,421639,425783,291663,68.5,28.6,97.1,85.6,295,5.6,17726
2025-04,ID-FR-03,ID,Farm and Ranch,Wildland interface,604622,581901,479525,82.4,28.7,111.1,82.8,245,7.2,27019
2025-05,ID-FR-03,ID,Farm and Ranch,Wildland interface,552193,559910,543554,97.1,26.4,123.5,81.3,343,12.2,12957
2025-06,ID-FR-03,ID,Farm and Ranch,Wildland interface,402294,402061,385773,95.9,28.9,124.9,79.9,259,10.2,14655
2025-07,ID-FR-03,ID,Farm and Ranch,Wildland interface,554747,534390,465120,87.0,29.5,116.6,81.8,268,8.2,21120
2025-08,ID-FR-03,ID,Farm and Ranch,Wildland interface,591072,578400,569834,98.5,25.9,124.5,84.1,421,8.6,15709
2025-09,ID-FR-03,ID,Farm and Ranch,Wildland interface,474820,440941,429520,97.4,28.1,125.5,80.9,219,9.9,19872
2025-10,ID-FR-03,ID,Farm and Ranch,Wildland interface,539229,503445,440886,87.6,30.3,117.9,81.8,213,10.7,19430
2025-11,ID-FR-03,ID,Farm and Ranch,Wildland interface,580821,587452,538973,91.7,29.9,121.6,80.8,250,8.9,24127
2025-12,ID-FR-03,ID,Farm and Ranch,Wildland interface,551477,514155,386950,75.3,29.1,104.3,81.8,219,8.3,21185
2026-01,ID-FR-03,ID,Farm and Ranch,Wildland interface,606896,613181,493781,80.5,28.0,108.5,82.4,333,9.7,15292
2026-02,ID-FR-03,ID,Farm and Ranch,Wildland interface,467232,468856,368833,78.7,26.6,105.3,83.4,210,6.7,26249
2026-03,ID-FR-03,ID,Farm and Ranch,Wildland interface,664301,677210,580640,85.7,28.8,114.5,80.3,510,10.7,10611
2025-04,ID-FR-04,ID,Farm and Ranch,Mountain and hail belt,409066,401683,371373,92.5,27.4,119.9,81.9,205,10.2,17690
2025-05,ID-FR-04,ID,Farm and Ranch,Mountain and hail belt,536144,523574,449026,85.8,27.4,113.2,81.8,417,9.8,10962
2025-06,ID-FR-04,ID,Farm and Ranch,Mountain and hail belt,445586,442904,395114,89.2,30.5,119.8,80.0,211,7.5,24957
2025-07,ID-FR-04,ID,Farm and Ranch,Mountain and hail belt,511162,488606,428254,87.6,28.8,116.5,80.3,250,7.5,22884
2025-08,ID-FR-04,ID,Farm and Ranch,Mountain and hail belt,617994,577206,525573,91.1,27.1,118.1,84.5,431,11.6,10549
2025-09,ID-FR-04,ID,Farm and Ranch,Mountain and hail belt,400297,388575,309937,79.8,29.0,108.8,81.6,201,6.6,23259
2025-10,ID-FR-04,ID,Farm and Ranch,Mountain and hail belt,544036,530080,499489,94.2,28.3,122.6,83.9,317,10.9,14408
2025-11,ID-FR-04,ID,Farm and Ranch,Mountain and hail belt,606125,602078,472879,78.5,28.3,106.8,82.3,352,7.8,17123
2025-12,ID-FR-04,ID,Farm and Ranch,Mountain and hail belt,580354,583139,499530,85.7,29.2,114.8,80.2,316,8.8,17958
2026-01,ID-FR-04,ID,Farm and Ranch,Mountain and hail belt,453262,460002,378231,82.2,31.3,113.5,83.6,254,8.8,16832
2026-02,ID-FR-04,ID,Farm and Ranch,Mountain and hail belt,466698,452120,326774,72.3,27.7,100.0,79.5,303,6.0,17963
2026-03,ID-FR-04,ID,Farm and Ranch,Mountain and hail belt,508324,491533,400534,81.5,25.8,107.3,85.1,302,7.4,17934
2025-04,ID-UM-01,ID,Umbrella,Urban agency corridor,150570,148367,66168,44.6,22.4,67.0,89.1,136,4.8,10235
2025-05,ID-UM-01,ID,Umbrella,Urban agency corridor,217885,211705,97353,46.0,23.7,69.7,87.0,199,4.4,11193
2025-06,ID-UM-01,ID,Umbrella,Urban agency corridor,182308,170257,74561,43.8,19.0,62.8,88.0,193,5.2,7441
2025-07,ID-UM-01,ID,Umbrella,Urban agency corridor,170633,169222,73398,43.4,19.9,63.3,89.0,138,4.4,12149
2025-08,ID-UM-01,ID,Umbrella,Urban agency corridor,182421,171671,75045,43.7,23.5,67.2,84.3,224,4.2,7945
2025-09,ID-UM-01,ID,Umbrella,Urban agency corridor,154061,151435,61087,40.3,21.9,62.3,84.5,166,4.8,7663
2025-10,ID-UM-01,ID,Umbrella,Urban agency corridor,229361,224759,108260,48.2,18.6,66.8,88.4,189,5.4,10604
2025-11,ID-UM-01,ID,Umbrella,Urban agency corridor,148840,143619,77959,54.3,23.7,78.0,85.1,110,5.2,13715
2025-12,ID-UM-01,ID,Umbrella,Urban agency corridor,216656,217099,83597,38.5,22.5,61.0,85.7,177,4.2,11301
2026-01,ID-UM-01,ID,Umbrella,Urban agency corridor,185536,181651,70730,38.9,20.8,59.8,84.8,208,3.3,10303
2026-02,ID-UM-01,ID,Umbrella,Urban agency corridor,191488,184207,69860,37.9,19.1,57.0,87.0,160,4.9,8859
2026-03,ID-UM-01,ID,Umbrella,Urban agency corridor,219466,212955,82045,38.5,21.4,59.9,84.9,186,3.3,13324
2025-04,ID-UM-02,ID,Umbrella,Rural farm belt,138839,135088,63420,46.9,23.3,70.3,87.0,136,4.5,10375
2025-05,ID-UM-02,ID,Umbrella,Rural farm belt,202874,202094,115468,57.1,19.1,76.2,83.0,191,6.6,9166
2025-06,ID-UM-02,ID,Umbrella,Rural farm belt,214840,203739,125663,61.7,21.0,82.6,83.4,167,5.4,13965
2025-07,ID-UM-02,ID,Umbrella,Rural farm belt,190403,177414,82503,46.5,22.4,68.9,86.4,186,5.0,8882
2025-08,ID-UM-02,ID,Umbrella,Rural farm belt,152549,150285,75837,50.5,23.6,74.1,84.8,152,5.7,8778
2025-09,ID-UM-02,ID,Umbrella,Rural farm belt,202240,201329,104758,52.0,23.2,75.2,85.1,204,5.1,10140
2025-10,ID-UM-02,ID,Umbrella,Rural farm belt,163633,155560,76247,49.0,22.7,71.7,86.6,118,4.5,14233
2025-11,ID-UM-02,ID,Umbrella,Rural farm belt,210983,203526,109142,53.6,19.5,73.1,83.5,202,5.8,9262
2025-12,ID-UM-02,ID,Umbrella,Rural farm belt,193614,191621,100521,52.5,19.5,71.9,88.0,259,6.6,5886
2026-01,ID-UM-02,ID,Umbrella,Rural farm belt,156269,158236,74523,47.1,18.9,66.0,83.6,200,6.1,6083
2026-02,ID-UM-02,ID,Umbrella,Rural farm belt,180020,183341,93114,50.8,21.6,72.4,86.5,160,4.2,14012
2026-03,ID-UM-02,ID,Umbrella,Rural farm belt,222960,219399,107372,48.9,19.7,68.6,86.2,171,5.5,11458
2025-04,ID-UM-03,ID,Umbrella,Wildland interface,138175,130427,67106,51.5,19.4,70.9,83.5,103,5.6,11733
2025-05,ID-UM-03,ID,Umbrella,Wildland interface,171534,167864,105495,62.8,22.9,85.8,78.0,210,7.0,7132
2025-06,ID-UM-03,ID,Umbrella,Wildland interface,212173,214613,131590,61.3,24.3,85.6,79.2,187,7.2,9724
2025-07,ID-UM-03,ID,Umbrella,Wildland interface,222631,217620,131240,60.3,20.9,81.2,78.2,277,6.7,7048
2025-08,ID-UM-03,ID,Umbrella,Wildland interface,225582,225649,163077,72.3,23.8,96.0,82.4,200,6.6,12378
2025-09,ID-UM-03,ID,Umbrella,Wildland interface,228714,223297,150470,67.4,23.0,90.4,83.3,213,6.9,10278
2025-10,ID-UM-03,ID,Umbrella,Wildland interface,194707,179663,96189,53.5,18.9,72.4,81.4,127,4.9,15398
2025-11,ID-UM-03,ID,Umbrella,Wildland interface,162373,154510,102847,66.6,21.6,88.2,77.6,119,7.6,11350
2025-12,ID-UM-03,ID,Umbrella,Wildland interface,150411,148511,93000,62.6,19.0,81.6,83.1,140,6.8,9831
2026-01,ID-UM-03,ID,Umbrella,Wildland interface,227406,215333,138529,64.3,22.6,86.9,83.0,200,7.6,9150
2026-02,ID-UM-03,ID,Umbrella,Wildland interface,213563,215117,110923,51.6,19.7,71.3,79.0,186,6.2,9576
2026-03,ID-UM-03,ID,Umbrella,Wildland interface,154393,156248,96139,61.5,22.5,84.0,81.2,124,6.0,12862
2025-04,ID-UM-04,ID,Umbrella,Mountain and hail belt,215620,217103,124625,57.4,24.4,81.8,88.4,234,6.7,7989
2025-05,ID-UM-04,ID,Umbrella,Mountain and hail belt,187964,173945,112953,64.9,21.4,86.3,86.1,161,6.9,10230
2025-06,ID-UM-04,ID,Umbrella,Mountain and hail belt,199111,186663,129872,69.6,22.7,92.3,85.6,155,9.2,9103
2025-07,ID-UM-04,ID,Umbrella,Mountain and hail belt,156754,153321,89519,58.4,22.2,80.6,84.4,138,6.7,9650
2025-08,ID-UM-04,ID,Umbrella,Mountain and hail belt,181732,178335,104478,58.6,21.5,80.1,84.1,147,6.3,11357
2025-09,ID-UM-04,ID,Umbrella,Mountain and hail belt,218352,206989,111334,53.8,19.3,73.1,86.3,232,6.7,7137
2025-10,ID-UM-04,ID,Umbrella,Mountain and hail belt,165142,155824,87806,56.3,20.8,77.1,83.7,112,6.8,11475
2025-11,ID-UM-04,ID,Umbrella,Mountain and hail belt,216413,202922,112788,55.6,24.5,80.1,88.0,187,5.0,12048
2025-12,ID-UM-04,ID,Umbrella,Mountain and hail belt,215780,204991,113275,55.3,21.9,77.2,85.2,170,7.1,9406
2026-01,ID-UM-04,ID,Umbrella,Mountain and hail belt,219761,212652,118972,55.9,21.2,77.1,84.9,217,5.4,10095
2026-02,ID-UM-04,ID,Umbrella,Mountain and hail belt,232328,219729,99970,45.5,19.2,64.7,88.1,158,5.4,11814
2026-03,ID-UM-04,ID,Umbrella,Mountain and hail belt,199481,196471,97707,49.7,23.2,72.9,85.0,165,5.0,11833
2025-04,CO-HO-01,CO,Home,Urban agency corridor,882880,827044,625574,75.6,28.5,104.2,82.3,433,6.4,22432
2025-05,CO-HO-01,CO,Home,Urban agency corridor,848659,794515,537309,67.6,28.4,96.0,80.3,510,6.3,16705
2025-06,CO-HO-01,CO,Home,Urban agency corridor,962524,928344,750291,80.8,28.7,109.5,82.0,393,8.4,22606
2025-07,CO-HO-01,CO,Home,Urban agency corridor,920658,849132,671135,79.0,30.5,109.5,84.1,413,10.0,16243
2025-08,CO-HO-01,CO,Home,Urban agency corridor,916928,853019,566729,66.4,31.8,98.2,81.8,666,7.0,12149
2025-09,CO-HO-01,CO,Home,Urban agency corridor,1253464,1163622,794096,68.2,27.4,95.7,82.4,512,7.5,20561
2025-10,CO-HO-01,CO,Home,Urban agency corridor,972841,922659,667797,72.4,27.3,99.7,83.5,719,6.7,13882
2025-11,CO-HO-01,CO,Home,Urban agency corridor,1321966,1259199,846850,67.3,32.3,99.6,81.7,805,6.9,15211
2025-12,CO-HO-01,CO,Home,Urban agency corridor,1391335,1377091,827610,60.1,30.1,90.2,82.3,695,5.8,20448
2026-01,CO-HO-01,CO,Home,Urban agency corridor,1146752,1128350,697745,61.8,28.6,90.4,81.7,518,6.4,21150
2026-02,CO-HO-01,CO,Home,Urban agency corridor,1063606,1006151,627598,62.4,26.5,88.9,83.4,452,6.8,20522
2026-03,CO-HO-01,CO,Home,Urban agency corridor,1129117,1039727,782705,75.3,32.2,107.5,81.4,824,7.8,12179
2025-04,CO-HO-02,CO,Home,Rural farm belt,1106012,1061191,755968,71.2,30.9,102.2,77.4,629,8.1,14872
2025-05,CO-HO-02,CO,Home,Rural farm belt,1038173,979990,830354,84.7,32.0,116.7,79.9,481,9.5,18181
2025-06,CO-HO-02,CO,Home,Rural farm belt,1218841,1219915,980280,80.4,31.6,112.0,76.1,770,7.5,16927
2025-07,CO-HO-02,CO,Home,Rural farm belt,1157860,1096740,930576,84.8,27.6,112.5,75.2,839,8.3,13301
2025-08,CO-HO-02,CO,Home,Rural farm belt,927394,862688,670909,77.8,30.8,108.6,79.4,568,9.4,12535
2025-09,CO-HO-02,CO,Home,Rural farm belt,1103260,1052722,806149,76.6,31.3,107.9,81.0,590,6.7,20443
2025-10,CO-HO-02,CO,Home,Rural farm belt,1018968,1023405,874278,85.4,26.8,112.3,79.7,768,8.7,13127
2025-11,CO-HO-02,CO,Home,Rural farm belt,947742,951679,764568,80.3,31.5,111.8,75.8,446,9.2,18660
2025-12,CO-HO-02,CO,Home,Rural farm belt,1279604,1233917,949506,77.0,26.7,103.7,77.8,577,7.6,21611
2026-01,CO-HO-02,CO,Home,Rural farm belt,1406686,1360663,1023543,75.2,28.4,103.6,77.0,689,9.8,15228
2026-02,CO-HO-02,CO,Home,Rural farm belt,1389474,1350697,921622,68.2,30.3,98.6,76.2,594,5.8,26874
2026-03,CO-HO-02,CO,Home,Rural farm belt,984962,917288,706501,77.0,28.4,105.5,76.0,585,9.5,12698
2025-04,CO-HO-03,CO,Home,Wildland interface,1125152,1076927,892405,82.9,27.4,110.3,71.7,549,6.8,23842
2025-05,CO-HO-03,CO,Home,Wildland interface,1348578,1324996,1132276,85.5,30.4,115.8,75.3,613,10.5,17571
2025-06,CO-HO-03,CO,Home,Wildland interface,941562,958668,966914,100.9,31.0,131.9,75.9,546,11.9,14863
2025-07,CO-HO-03,CO,Home,Wildland interface,1196963,1144078,1028849,89.9,31.9,121.8,74.0,652,10.0,15746
2025-08,CO-HO-03,CO,Home,Wildland interface,1208539,1134791,1021599,90.0,28.6,118.6,75.5,724,7.7,18271
2025-09,CO-HO-03,CO,Home,Wildland interface,1336186,1303386,1115945,85.6,27.4,113.0,72.9,839,9.2,14503
2025-10,CO-HO-03,CO,Home,Wildland interface,835507,821974,723978,88.1,27.6,115.7,71.2,367,7.7,25488
2025-11,CO-HO-03,CO,Home,Wildland interface,973838,966145,869342,90.0,29.7,119.7,73.4,521,9.0,18521
2025-12,CO-HO-03,CO,Home,Wildland interface,1155793,1134184,926075,81.7,30.3,112.0,71.8,612,10.4,14517
2026-01,CO-HO-03,CO,Home,Wildland interface,1323421,1234722,1120265,90.7,27.7,118.4,74.0,905,8.8,14128
2026-02,CO-HO-03,CO,Home,Wildland interface,1331828,1312906,1120029,85.3,30.7,116.0,72.6,785,8.1,17611
2026-03,CO-HO-03,CO,Home,Wildland interface,900722,912451,747193,81.9,29.4,111.3,76.5,679,7.1,15461
2025-04,CO-HO-04,CO,Home,Mountain and hail belt,1185387,1188190,971001,81.7,26.7,108.5,72.4,742,6.7,19573
2025-05,CO-HO-04,CO,Home,Mountain and hail belt,1328926,1235518,1148566,93.0,29.7,122.7,73.1,666,10.6,16221
2025-06,CO-HO-04,CO,Home,Mountain and hail belt,1154935,1083201,1035225,95.6,29.0,124.6,72.6,545,10.3,18464
2025-07,CO-HO-04,CO,Home,Mountain and hail belt,1070922,1056491,1043526,98.8,27.5,126.3,73.1,617,10.8,15732
2025-08,CO-HO-04,CO,Home,Mountain and hail belt,912124,930223,837755,90.1,28.6,118.7,73.9,389,9.9,21817
2025-09,CO-HO-04,CO,Home,Mountain and hail belt,1035822,1032112,904747,87.7,30.9,118.5,75.6,543,10.2,16289
2025-10,CO-HO-04,CO,Home,Mountain and hail belt,1261404,1277316,1041141,81.5,32.3,113.8,74.7,748,7.3,19009
2025-11,CO-HO-04,CO,Home,Mountain and hail belt,1390624,1362222,1134466,83.3,32.5,115.7,73.8,853,9.7,13749
2025-12,CO-HO-04,CO,Home,Mountain and hail belt,1327208,1223912,1059691,86.6,30.6,117.2,73.7,648,8.4,19419
2026-01,CO-HO-04,CO,Home,Mountain and hail belt,1374839,1286123,921766,71.7,28.6,100.3,72.8,769,6.9,17412
2026-02,CO-HO-04,CO,Home,Mountain and hail belt,987909,989003,726340,73.4,28.9,102.3,77.5,472,6.6,23296
2026-03,CO-HO-04,CO,Home,Mountain and hail belt,1314727,1232281,1094590,88.8,30.6,119.5,75.5,537,8.5,24040
2025-04,CO-AU-01,CO,Auto,Urban agency corridor,945282,902549,735337,81.5,25.0,106.5,76.8,401,9.4,19432
2025-05,CO-AU-01,CO,Auto,Urban agency corridor,901673,883847,615046,69.6,27.2,96.8,73.9,552,9.0,12338
2025-06,CO-AU-01,CO,Auto,Urban agency corridor,859676,803761,645745,80.3,23.8,104.2,71.9,384,8.5,19810
2025-07,CO-AU-01,CO,Auto,Urban agency corridor,824955,808054,655198,81.1,23.8,104.9,73.4,474,9.9,13912
2025-08,CO-AU-01,CO,Auto,Urban agency corridor,675098,659668,476180,72.2,24.9,97.1,72.1,361,6.3,20775
2025-09,CO-AU-01,CO,Auto,Urban agency corridor,699712,653172,518938,79.4,25.4,104.9,75.5,442,7.5,15635
2025-10,CO-AU-01,CO,Auto,Urban agency corridor,965262,911810,620527,68.1,27.2,95.2,73.6,394,8.6,18394
2025-11,CO-AU-01,CO,Auto,Urban agency corridor,943273,907762,639224,70.4,24.4,94.8,75.2,710,7.8,11538
2025-12,CO-AU-01,CO,Auto,Urban agency corridor,1086907,1066932,854136,80.1,25.2,105.2,72.5,819,6.9,15100
2026-01,CO-AU-01,CO,Auto,Urban agency corridor,747018,715182,537605,75.2,27.6,102.8,72.3,544,6.1,16098
2026-02,CO-AU-01,CO,Auto,Urban agency corridor,1072825,1080200,831699,77.0,22.6,99.6,75.8,783,7.9,13451
2026-03,CO-AU-01,CO,Auto,Urban agency corridor,677119,637102,470386,73.8,23.7,97.6,74.8,411,7.4,15370
2025-04,CO-AU-02,CO,Auto,Rural farm belt,900587,832456,646141,77.6,24.2,101.8,76.6,424,10.0,15246
2025-05,CO-AU-02,CO,Auto,Rural farm belt,902502,831054,701723,84.4,24.1,108.6,77.0,413,7.1,23787
2025-06,CO-AU-02,CO,Auto,Rural farm belt,640176,644492,588078,91.2,23.9,115.1,74.2,271,11.4,19021
2025-07,CO-AU-02,CO,Auto,Rural farm belt,769766,774906,696637,89.9,23.6,113.5,74.9,436,7.4,21562
2025-08,CO-AU-02,CO,Auto,Rural farm belt,649051,613184,546266,89.1,24.5,113.6,74.3,428,9.6,13229
2025-09,CO-AU-02,CO,Auto,Rural farm belt,794790,780900,637947,81.7,28.4,110.1,74.9,357,7.7,23250
2025-10,CO-AU-02,CO,Auto,Rural farm belt,1027007,1036291,924582,89.2,22.7,111.9,75.2,659,10.8,12987
2025-11,CO-AU-02,CO,Auto,Rural farm belt,1041185,1026289,751692,73.2,24.8,98.0,77.7,525,6.9,20775
2025-12,CO-AU-02,CO,Auto,Rural farm belt,754749,712511,515130,72.3,28.3,100.6,77.4,437,7.1,16649
2026-01,CO-AU-02,CO,Auto,Rural farm belt,750126,700511,550031,78.5,27.3,105.8,77.1,436,7.1,17715
2026-02,CO-AU-02,CO,Auto,Rural farm belt,894697,835222,730574,87.5,28.4,115.8,72.8,359,7.2,28117
2026-03,CO-AU-02,CO,Auto,Rural farm belt,808185,788573,699766,88.7,23.2,111.9,73.8,348,8.0,25233
